대문,주석,대문표점,주석표점,대문해석,주석해석
泄泄猶沓沓也,沓沓卽泄泄之意蓋孟子時人語如此,泄泄，猶沓沓也。,沓沓，卽泄泄之意。蓋孟子時人語如此。,예예(泄泄)는 답답(沓沓)과 같다.,"답답(沓沓)은 바로 예예(泄泄)의 뜻이니, 맹자(孟子) 당시 사람들의 말이 이와 같았다."
事君無義進退無禮言則非先王之道者猶沓沓也,非詆毁也,事君無義，進退無禮，言則非先王之道者，猶沓沓也。,非，詆毁也。,"인군(人君)을 섬김에 의(義)가 없고 진퇴(進退)함에 예(禮)가 없으며, 말을 하면 선왕(先王)의 도(道)를 비방하는 자가 답답(沓沓)히 함과 같은 것이다.",비(非)는 비방함이다.
故曰責難於君謂之恭陳善閉邪謂之敬吾君不能謂之賊,范氏曰人臣以難事責於君使其君爲堯舜之君者尊君之大也開陳善道以禁閉君之邪心惟恐其君或陷於有過之地者敬君之至也謂其君不能行善道而不以告者賊害其君之甚也鄒氏曰自詩云天之方蹶至此所以責其臣,故曰：“責難於君謂之恭，陳善閉邪謂之敬，吾君不能謂之賊。”,范氏曰：“人臣以難事責於君，使其君爲堯舜之君者，尊君之大也；開陳善道以禁閉君之邪心，惟恐其君或陷於有過之地者，敬君之至也；謂其君不能行善道而不以告者，賊害其君之甚也。”鄒氏曰：“自詩云‘天之方蹶’至此，所以責其臣。”,"그러므로 ‘어려운 일을 인군(人君)에게 책하는 것을 공(恭)이라 이르고, 선(善)한 것을 말하여 사심(邪心)을 막는 것을 경(敬)이라 이르고, 우리 군주는 불가능하다 하는 것을 적(賊)[해침]이라 이른다.’ 한 것이다.”","범씨(范氏)가 말하였다. “신하가 어려운 일을 군주에게 책하여, 그 군주로 하여금 요(堯)·순(舜)과 같은 성군(聖君)이 되게 하는 자는 군주를 높임이 큰 것이요, 선도(善道)를 개진(開陳)하여 군주의 사심(邪心)을 막아, 행여 그 군주가 과실이 있는 곳에 빠질까 두려워하는 자는 군주를 공경함이 지극한 것이요, 군주가 선도(善道)를 행할 수 없다고 생각하여 말하지 않는 자는 그 군주를 해침이 심한 것이다.” 추씨(鄒氏)가 말하였다. “시운천지방궤(詩云天之方蹶)로부터 여기까지는 그 신하를 책하신 것이다.”"
,鄒氏曰此章言爲治者當有仁心仁聞以行先王之政而君臣又當各任其責也,,鄒氏曰：“此章言爲治者，當有仁心仁聞以行先王之政，而君臣又當各任其責也。”,,"추씨(鄒氏)가 말하였다. “이 장(章)은 정치를 하는 자는 마땅히 인심(仁心)과 인문(仁聞)을 지니고서 선왕(先王)의 정사를 행해야 하며, 군주와 신하가 또한 마땅히 각기 그 책임을 져야함을 말씀한 것이다.”"
孟子曰規矩方員之至也聖人人倫之至也,至極也人倫說見前篇規矩盡所以爲方員之理猶聖人盡所以爲人之道,孟子曰：“規矩，方員之至也；聖人，人倫之至也。”,至，極也。人倫說見前篇。規矩盡所以爲方員之理，猶聖人盡所以爲人之道。,"맹자(孟子)께서 말씀하였다. “규(規)·구(矩)는 방형(方形)과 원형(圓形)의 지극함이요, 성인(聖人)은 인륜(人倫)의 지극함이다.","지(至)는 지극함이다. 인륜(人倫)은 해설이 전편(前篇)[등문공상(滕文公上)]에 보인다. 규(規)·구(矩)는 방(方)·원(圓)을 만드는 이치를 다한 것이니, 마치 성인(聖人)이 사람이 된 도리(道理)를 다함과 같은 것이다."
欲爲君盡君道欲爲臣盡臣道二者皆法堯舜而已矣不以舜之所以事堯事君不敬其君者也不以堯之所以治民治民賊其民者也,法堯舜以盡君臣之道猶用規矩以盡方員之極此孟子所以道性善而稱堯舜也,欲爲君盡君道，欲爲臣盡臣道，二者皆法堯舜而已矣。不以舜之所以事堯事君，不敬其君者也；不以堯之所以治民治民，賊其民者也。,法堯舜以盡君臣之道，猶用規矩以盡方員之極，此孟子所以道性善而稱堯舜也。,"군주가 되고자 할진댄 군주의 도리를 다할 것이요, 신하가 되고자 할진댄 신하의 도리를 다해야 하니, 두 가지를 모두 요(堯)·순(舜)을 법받을 뿐이다. 순(舜)이 요(堯)를 섬기던 것으로써 군주를 섬기지 않는다면, 그 군주에게 불경(不敬)하는 자요, 요(堯)가 백성을 다스리던 것으로써 백성을 다스리지 않는다면, 그 백성을 해치는 자이다.","요(堯)·순(舜)을 법받아 군(君)·신(臣)의 도리(道理)를 다함은, 규(規)·구(矩)를 사용하여 방(方)·원(圓)의 지극함을 다하는 것과 같으니, 이는 맹자(孟子)께서 성선(性善)을 말씀하면서 요(堯)·순(舜)을 칭(稱)하신 소이(所以)이다."
孔子曰道二仁與不仁而已矣,法堯舜則盡君臣之道而仁矣不法堯舜則慢君賊民而不仁矣二端之外更無他道出乎此則入乎彼矣可不謹哉,孔子曰：‘道二：仁與不仁而已矣。’,法堯舜，則盡君臣之道而仁矣；不法堯舜，則慢君賊民而不仁矣。二端之外，更無他道。出乎此，則入乎彼矣，可不謹哉？,"공자(孔子)께서 말씀하시기를 ‘길은 둘이니, 인(仁)과 불인(不仁)일 뿐이다.’ 하셨다.","요(堯)·순(舜)을 법받으면 군(君)·신(臣)의 도리(道理)를 다하여 인(仁)할 것이요, 요(堯)·순(舜)을 법받지 않으면 군주에게 불경(不敬)하고 백성을 해쳐 불인(不仁)할 것이니, 이 두 가지 이외에 다시 다른 길이 없다. 여기에서 벗어나면 저기로 들어가니, 삼가지 않을 수 있겠는가."
暴其民甚則身弑國亡不甚則身危國削名之曰幽厲雖孝子慈孫百世不能改也,幽暗厲虐皆惡諡也苟得其實則雖有孝子慈孫愛其祖考之甚者亦不得廢公義而改之言不仁之禍必至於此可懼之甚也,暴其民甚，則身弑國亡；不甚，則身危國削。名之曰‘幽厲’，雖孝子慈孫，百世不能改也。,幽，暗。厲，虐。皆惡諡也。苟得其實，則雖有孝子慈孫，愛其祖考之甚者，亦不得廢公義而改之。言不仁之禍必至於此，可懼之甚也。,"백성을 포악히 함이 심하면 몸이 시해를 당하고 나라가 망하며, 심하지 않으면 몸이 위태롭고 나라[국토]가 줄어든다. 그리하여 유(幽)·여(厲)라 이름하면, 비록 효자(孝子)·자손(慈孫)이 있더라도 백세(百世)토록 고칠 수 없다.","유(幽)는 어둠이요, 여(厲)는 사나움이다. 다 나쁜 시호이다. 만일 그 실제를 얻는다면 비록 그 조(祖)·고(考)를 심히 사랑하는 효자(孝子)·자손(慈孫)이 있더라도 공의(公義)를 폐하고 시호를 고칠 수 없다. 불인(不仁)의 화(禍)가 반드시 이에 이르니, 두려워할 만함이 심함을 말씀한 것이다."
詩云殷鑑不遠在夏后之世此之謂也,詩大雅蕩之篇言商紂之所當鑑者近在夏桀之世而孟子引之又欲後人以幽厲爲鑑也,詩云‘殷鑑不遠，在夏后之世’，此之謂也。,詩大雅蕩之篇。言商紂之所當鑑者，近在夏桀之世，而孟子引之，又欲後人以幽厲爲鑑也。,"《시경(詩經)》에 이르기를 ‘은(殷)나라의 거울이 멀리 있지 않아, 하후(夏后)의 세대에 있다.’ 하였으니, 이것을 말한 것이다.”","시(詩)는 〈대아(大雅) 탕편(蕩篇)〉이다. 상주(商紂)가 마땅히 거울로 삼아야 할 것이 가까이 하걸(夏桀)의 세대에 있다고 말하였는데, 맹자(孟子)는 이것을 인용하여, 또 후인들이 유왕(幽王)과 여왕(厲王)으로써 거울을 삼게 하고자 하신 것이다."
孟子曰三代之得天下也以仁其失天下也以不仁,三代謂夏商周也禹湯文武以仁得之桀紂幽厲以不仁失之,孟子曰：“三代之得天下也以仁，其失天下也以不仁。”,三代，謂夏、商、周也。禹、湯、文、武，以仁得之；桀、紂、幽、厲，以不仁失之。,"맹자(孟子)께서 말씀하였다. “삼대(三代)가 천하(天下)를 얻은 것은 인(仁)으로써 였고, 천하(天下)를 잃은 것은 불인(不仁)으로써 였다.”","삼대(三代)는 하(夏)·상(商)·주(周)를 이른다. 하(夏)의 우왕(禹王), 상(商)의 탕왕(湯王), 주(周)의 문왕(文王)·무왕(武王)은 인(仁)으로써 얻었고, 하(夏)의 걸왕(桀王), 상(商)의 주왕(紂王), 주(周)의 유왕(幽王)·여왕(厲王)은 불인(不仁)으로써 잃었다."
國之所以廢興存亡者亦然,國謂諸侯之國,國之所以廢興存亡者亦然。,國，謂諸侯之國。,나라가 폐(廢)·흥(興)하고 존(存)·망(亡)함도 또한 그러하다.,국(國)은 제후(諸侯)의 나라를 이른다.
天子不仁不保四海諸侯不仁不保社稷卿大夫不仁不保宗廟士庶人不仁不保四體,言必死亡,天子不仁，不保四海；諸侯不仁，不保社稷；卿大夫不仁，不保宗廟；士庶人不仁，不保四體。,言必死亡。,"천자(天子)가 불인(不仁)하면 사해(四海)를 보전하지 못하고, 제후(諸侯)가 불인(不仁)하면 사직(社稷)을 보전하지 못하고, 경대부(卿大夫)가 불인(不仁)하면 종묘(宗廟)를 보전하지 못하고, 사서인(士庶人)이 불인(不仁)하면 사체(四體)[사지(四肢)]를 보전하지 못한다.",반드시 죽고 망함을 말씀한 것이다.
今惡死亡而樂不仁是猶惡醉而强酒,此承上章之意而推言之也,今惡死亡而樂不仁，是猶惡醉而强酒。,此承上章之意而推言之也。,"지금에 죽고 망하는 것을 싫어하면서 불인(不仁)을 좋아하니, 이는 취하는 것을 싫어하면서도 술을 억지로 마시는 것과 같다.”",이는 위 장(章)의 뜻을 이어 미루어 말씀한 것이다.
孟子曰愛人不親反其仁治人不治反其智禮人不答反其敬,我愛人而人不親我則反求諸己恐我之仁未至也智敬放此,孟子曰：“愛人不親反其仁，治人不治反其智，禮人不答反其敬。”,我愛人而人不親我，則反求諸己，恐我之仁未至也。智敬放此。,"맹자(孟子)께서 말씀하였다. “사람[남]을 사랑해도 친해지지 않더든 그 인(仁)을 돌이켜보고, 사람을 다스려도 다스려지지 않거든 그 지(智)를 돌이켜보고, 사람에게 예(禮)를 해도 답례하지 않거든 그 경(敬)을 돌이켜보아야 한다.”","내가 남들을 사랑해도 남들이 나를 친히 하지 않거든 자신에게 돌이켜 찾아야 하니, 이것은 나의 인(仁)이 지극하지 못할까 두려워해서이다. 지(智)와 경(敬)도 이와 같다."
行有不得者皆反求諸己其身正而天下歸之,不得謂不得其所欲如不親不治不答是也反求諸己謂反其仁反其智反其敬也如此則自治益詳而身無不正矣天下歸之極言其效也,行有不得者，皆反求諸己，其身正而天下歸之。,不得，謂不得其所欲，如不親、不治、不答是也。反求諸己，謂反其仁、反其智、反其敬也。如此，其自治益詳，而身無不正矣。天下歸之，極言其效也。,"행하고도 얻지 못함이 있거든 모두 자신에게 돌이켜 찾아야 하니, 자신이 바루어지면 천하가 돌아오는 것이다.","부득(不得)은 자기의 소욕(所欲)[소원(所願)]을 얻지 못함을 이르니, 예컨대 불친(不親)·불치(不治)·부답(不答) 같은 것이 이것이다. 반구저기(反求諸己)는 반기인(反其仁)·반기지(反其智)·반기경(反其敬)을 이른다. 이와 같이 하면 스스로 다스림이 더욱 치밀하여 몸이 바르지 못함이 없을 것이다. 천하가 돌아온다는 것은 그 효험을 지극히 말씀한 것이다."
詩云永言配命自求多福,解見前篇,詩云：“永言配命，自求多福。”,解見前篇。,《시경(詩經)》에 이르기를 ‘길이 천명(天命)에 배합하기를 생각함이 스스로 많은 복(福)을 구하는 길이다.’ 하였다.”,해석이 전편(前篇)[공손추상(公孫丑上)]에 보인다.
,亦承上章而言,,亦承上章而言。,,또한 위 장(章)을 이어 말씀한 것이다.
孟子曰人有恒言皆曰天下國家天下之本在國國之本在家家之本在身,恒常也雖常言之而未必知其言之有序也故推言之而又以家本乎身也此亦承上章而推言之大學所謂自天子至於庶人壹是皆以修身爲本爲是故也,孟子曰：“人有恒言，皆曰‘天下國家’。天下之本在國，國之本在家，家之本在身。”,恒，常也。雖常言之，而未必知其言之有序也。故推言之，而又以家本乎身也。此亦承上章而推言之，大學所謂“自天子至於庶人，壹是皆以修身爲本”，爲是故也。,"맹자(孟子)께서 말씀하였다. “사람들이 항상 말하기를 ‘천하(天下)·국(國)·가(家)’라 하나니, 천하(天下)의 근본은 나라에 있고, 나라의 근본은 집에 있고, 집의 근본은 몸에 있는 것이다.”","항(恒)은 항상이다. 비록 항상 말하고 있으나, 그 말에 순서가 있음을 반드시 알지는 못한다. 그러므로 미루어 말씀하시고, 또 집을 몸에 근본한 것이다. 이 장(章)도 또한 상장(上章)을 이어 미루어 말씀하였으니, 《대학(大學)》에 이른바 ‘천자(天子)로부터 서인(庶人)에 이르기까지 일체 모두 수신(修身)을 근본으로 삼는다.’ 한 것은 이 때문이다."
