대문,주석,대문표점,주석표점,대문해석,주석해석
齊宣王問曰文王之囿方七十里有諸孟子對曰於傳有之,囿者蕃育鳥獸之所古者四時之田皆於農隙以講武事然不欲馳騖於稼穡場圃之中故度閒曠之地以爲囿然文王七十里之囿其亦三分天下有其二之後也與傳謂古書,齊宣王問曰：“文王之囿方七十里，有諸？”孟子對曰：“於傳有之。”,囿者，蕃育鳥獸之所。古者四時之田，皆於農隙以講武事，然不欲馳騖於稼穡場圃之中，故度閒曠之地以爲囿。然文王七十里之囿，其亦三分天下有其二之後也與。傳，謂古書。,"제선왕(齊宣王)이 물었다. “문왕(文王)의 동산이 방(方) 70리(里)라 하니, 그러한 일이 있습니까?” 맹자(孟子)께서 대답하였다. “전(傳)에 그러한 것이 있습니다.”","유(囿)는 새와 짐승을 번식시키고 기르는 곳이니, 옛날에 사시(四時)의 전렵(田獵)[사냥]을 모두 농한기에 해서 무예(武藝)의 일을 강(講)하였다. 그러나 곡식을 심는 <농토와 채소를 가꾸는> 장포(場圃)의 가운데에서 말을 달리고자 하지 않았으므로, 한가롭고 빈땅을 헤아려 동산을 만든 것이다. 그러나 문왕(文王)의 70리(里) 되는 동산은 그 또한 천하(天下)를 3분함에 그 3분의 2를 소유한 뒤였을 것이다. 전(傳)은 옛 책을 이른다."
曰若是其大乎曰民猶以爲小也曰寡人之囿方四十里民猶以爲大何也曰文王之囿方七十里芻蕘者往焉雉兎者往焉與民同之民以爲小不亦宜乎,芻草也蕘薪也,曰：“若是其大乎？”曰：“民猶以爲小也。”曰：“寡人之囿方四十里，民猶以爲大，何也？”曰：“文王之囿方七十里，芻蕘者往焉，雉兎者往焉，與民同之。民以爲小，不亦宜乎？”,芻，草也。蕘，薪也。,"“이와 같이 큽니까?” “백성들이 오히려 작다고 여겼습니다.” “과인(寡人)의 동산이 방(方) 40리(里)로되, 백성들이 오히려 크다고 여김은 어째서입니까?” 맹자(孟子)께서 대답하였다. “문왕(文王)의 동산이 방(方) 70리(里)에 꼴 베고 나무하는 자들이 그리로 가며, 꿩을 잡고 토끼를 잡는 자들이 그리로 가서 백성과 더불어 함께 하셨으니, 백성들이 작다고 여김이 당연하지 않습니까?”","추(芻)는 풀이요, 요(蕘)는 나무 섶이다."
臣始至於境問國之大禁然後敢入臣聞郊關之內有囿方四十里殺其麋鹿者如殺人之罪則是方四十里爲阱於國中民以爲大不亦宜乎,禮入國而問禁國外百里爲郊郊外有關阱坎地以陷獸者言陷民於死也,臣始至於境，問國之大禁，然後敢入。臣聞郊關之內有囿方四十里，殺其麋鹿者如殺人之罪。則是方四十里，爲阱於國中。民以爲大，不亦宜乎？,禮，入國而問禁。國外百里爲郊，郊外有關。阱，坎地以陷獸者，言陷民於死也。,"신(臣)이 처음 국경에 이르러 제(齊)나라에서 크게 금지하는 것을 물은 뒤에야 감히 들어왔습니다. 신(臣)이 그때 들으니, 교관(郊關)의 안에 동산이 방(方) 40리(里)인데, 동산에 있는 사슴을 죽이는 자를 살인(殺人)의 죄(罪)와 같이 다스린다 하였습니다. 이는 방(方) 40리(里)로 나라 가운데에 함정을 만든 것이니, 백성들이 크다고 여김이 당연하지 않습니까?”","예(禮)에 ‘나라에 들어갈 때에는 금지하는 것을 묻는다.’ 하였다. 서울 밖 백리(百里)를 교(郊)라 하고, 교(郊) 밖에 관문(關門)이 있다. 정(阱)은 땅을 파서 짐승을 빠지게 하는 것이니, 백성을 죽음에 빠뜨림을 말한다."
齊宣王問曰交隣國有道乎孟子對曰有惟仁者爲能以大事小是故湯事葛文王事昆夷惟智者爲能以小事大故大王事獯鬻句踐事吳,仁人之心寬洪惻怛而無較計大小彊弱之私故小國雖或不恭而吾所以字之之心自不能已智者明義理識時勢故大國雖見侵陵而吾所以事之之禮尤不敢廢湯事見後篇文王事見詩大雅大王事見後章所謂狄人卽獯鬻也句踐越王名事見國語史記,齊宣王問曰：“交隣國有道乎？”孟子對曰：“有。惟仁者爲能以大事小，是故湯事葛，文王事昆夷；惟智者爲能以小事大，故大王事獯鬻，句踐事吳。”,仁人之心，寬洪惻怛，而無較計大小彊弱之私。故小國雖或不恭，而吾所以字之之心自不能已。智者明義理，識時勢。故大國雖見侵陵，而吾所以事之之禮尤不敢廢。湯事見後篇。文王事見詩大雅。大王事見後章。所謂狄人，卽獯鬻也。句踐，越王名。事見國語、史記。,"제선왕(齊宣王)이 물었다. “이웃나라와 사귐에 도(道)가 있습니까?” 맹자(孟子)께서 대답하였다. “있습니다. 오직 인자(仁者)만이 대국(大國)을 가지고 소국(小國)을 섬길 수 있습니다. 그러므로 탕왕(湯王)이 갈(葛)나라를 섬기시고, 문왕(文王)이 곤이(昆夷)를 섬기신 것입니다. 오직 지자(智者)만이 소국(小國)을 가지고 대국(大國)을 섬길 수 있습니다. 그러므로 태왕(大[太]王)이 훈육(獯鬻)을 섬기시고, 구천(句踐)이 오(吳)나라를 섬긴 것입니다.”","인인(仁人)의 마음은 너그럽고 크며 측달(惻怛)[인자(仁慈)]해서 대소(大小)와 강약(强弱)을 계교(計較)하는 사사로움이 없다. 그러므로 소국(小國)이 비록 혹 불공(不恭)한 짓을 한다 하더라도 내가 그들을 사랑하는 마음이 스스로 그만 둘 수 없는 것이다. 지혜로운 자는 의리(義理)에 밝고 시세(時勢)를 안다. 그러므로 강대국(强大國)에게 침략과 모욕을 당한다 하더라도 내가 그를 섬기는 예(禮)를 더더욱 폐할 수 없는 것이다. 탕왕(湯王)의 일은 뒤편[등문공하(滕文公下)]에 보이고, 문왕(文王)의 일은 《시경(詩經)》〈대아(大雅)〉에 보이며, 태왕(大王)에 대한 일은 뒷장에 보이니, 뒷장의 이른바 ‘적인(狄人)’이 바로 훈육(獯鬻)이다. 구천(句踐)은 월왕(越王)의 이름이니, 이 사실은 《국어(國語)》와 《사기(史記)》에 보인다."
以大事小者樂天者也以小事大者畏天者也樂天者保天下畏天者保其國,天者理而已矣大之字小小之事大皆理之當然也自然合理故曰樂天不敢違理故曰畏天包含徧覆無不周徧保天下之氣象也制節謹度不敢縱逸保一國之規模也,以大事小者，樂天者也；以小事大者，畏天者也。樂天者保天下，畏天者保其國。,天者，理而已矣。大之字小，小之事大，皆理之當然也。自然合理，故曰樂天。不敢違理，故曰畏天。包含徧覆，無不周徧，保天下之氣象也。制節謹度，不敢縱逸，保一國之規模也。,"대국(大國)을 가지고 소국(小國)을 섬기는 자는 천리(天理)를 즐거워하는 자요, 소국(小國)을 가지고 대국(大國)을 섬기는 자는 천리(天理)를 두려워하는 자이니, 천리(天理)를 즐거워하는 자는 온 천하를 보전하고, 천리(天理)를 두려워하는 자는 자기 나라를 보전합니다.","천(天)은 이(理)일 뿐이니, 대국(大國)이 소국(小國)을 사랑함과 소국(小國)이 대국(大國)을 섬김은 모두 이(理)의 당연함이다. 자연스럽게 이(理)에 합하므로 낙천(樂天)이라 말하고, 감히 이(理)를 어기지 못하므로 외천(畏天)이라 말한 것이다. 널리 포함하고 두루 덮어주어 두루 하지 않음이 없음은 천하(天下)를 보전하는 기상(氣象)이요, 예절(禮節)을 따르고 법도(法度)를 삼가서 감히 방종(放縱)하고 안일(安逸)하지 못함은 일국(一國)을 보전하는 규모(規模)이다."
詩云畏天之威于時保之,詩周頌我將之篇時是也,詩云：‘畏天之威，于時保之。’,詩周頌我將之篇。時，是也。,《시경(詩經)》에 이르기를 ‘하늘의 위엄을 두려워하여 이에 보전한다.’ 하였습니다.”,시(詩)는 〈주송(周頌) 아장편(我將篇)〉이다. 시(時)는 이것이다.
王曰大哉言矣寡人有疾寡人好勇,言以好勇故不能事大而恤小也,王曰：“大哉言矣！寡人有疾，寡人好勇。”,言以好勇，故不能事大而恤小也。,"왕(王)이 말씀하였다. “훌륭합니다. <선생님의> 말씀이여! 과인(寡人)이 병통이 있으니, 과인(寡人)은 용(勇)을 좋아합니다.”",용(勇)을 좋아하기 때문에 대국(大國)을 섬기고 약소국(弱小國)을 구휼하지 못함을 말한 것이다.
對曰王請無好小勇夫撫劍疾視曰彼惡敢當我哉此匹夫之勇敵一人者也王請大之,疾視怒目而視也小勇血氣所爲大勇義理所發,對曰：“王請無好小勇。夫撫劍疾視曰，‘彼惡敢當我哉’！此匹夫之勇，敵一人者也。王請大之！”,疾視，怒目而視也。小勇，血氣所爲。大勇，義理所發。,"맹자(孟子)께서 대답하였다. “왕(王)은 청컨대 작은 용(勇)을 좋아하지 마소서. 칼을 어루만지고 상대방을 노려보며 말하기를, ‘네가 어찌 감히 나를 당하겠는가.’ 하나니, 이것은 필부(匹夫)의 용(勇)이라, 한 사람을 상대하는 것이니, 왕(王)은 청컨대 용(勇)을 크게 하소서.”","질시(疾視)는 눈을 부릅뜨고 보는 것이다. 소용(小勇)은 혈기(血氣)로 하는 것이요, 대용(大勇)은 의리(義理)에서 나오는 것이다."
詩云王赫斯怒爰整其旅以遏徂莒以篤周祜以對于天下此文王之勇也文王一怒而安天下之民,詩大雅皇矣篇赫赫然怒貌爰於也旅衆也遏詩作按止也徂往也莒詩作旅徂旅謂密人侵阮徂共之衆也篤厚也祜福也對答也以答天下仰望之心也此文王之大勇也,詩云：‘王赫斯怒，爰整其旅，以遏徂莒，以篤周祜，以對于天下。’此文王之勇也。文王一怒而安天下之民。,詩大雅皇矣篇。赫，赫然怒貌。爰，於也。旅，衆也。遏，詩作“按”，止也。徂，往也。莒，詩作旅。徂旅，謂密人侵阮徂共之衆也。篤，厚也。祜，福也。對，答也，以答天下仰望之心也。此文王之大勇也。,"《시경(詩經)》에 이르기를 ‘왕(王)께서 혁연(赫然)히 노하사 이에 그 군대를 정돈하여 침략하러 가는 무리들을 막아서 주(周)나라의 복(福)을 돈독히 하여 천하(天下)에 보답하였다.’ 하였으니, 이것은 문왕(文王)의 용(勇)이니, 문왕(文王)이 한번 노하시어 천하(天下)의 백성을 편안히 하셨습니다.","시(詩)는 〈대아(大雅) 황의편(皇矣篇)〉이다. 혁(赫)은 혁연(赫然)히 노한 모양이다. 원(爰)은 이에이다. 여(旅)는 무리[군대]이다. 알(遏)은 《시경(詩經)》에는 안(按)으로 되어 있으니, 저지한다는 뜻이다. 조(徂)는 감이다. 여(莒)는 《시경(詩經)》에는 여(旅)로 되어 있으니, 조려(徂旅)는 밀(密)땅 사람이 완(阮)나라를 침략하기 위해서 공(共)땅으로 가는 무리를 말한다. 독(篤)은 두터움이다. 호(祜)는 복(福)이다. 대(對)는 보답이니, 천하(天下)의 앙망(仰望)하는 마음에 보답하는 것이다. 이것은 문왕(文王)의 대용(大勇)이다."
書曰天降下民作之君作之師惟曰其助上帝寵之四方有罪無罪惟我在天下曷敢有越厥志一人衡行於天下武王恥之此武王之勇也而武王亦一怒而安天下之民,書周書泰誓之篇也然所引與今書文小異今且依此解之寵之四方寵異之於四方也有罪者我得而誅之無罪者我得而安之我旣在此則天下何敢有過越其心志而作亂者乎衡行謂作亂也孟子釋書意如此而言武王亦大勇也,書曰：‘天降下民，作之君，作之師。惟曰其助上帝，寵之四方。有罪無罪，惟我在，天下曷敢有越厥志？’一人衡行於天下，武王恥之。此武王之勇也。而武王亦一怒而安天下之民。,書周書泰誓之篇也。然所引與今書文小異，今且依此解之。寵之四方，寵異之於四方也。有罪者我得而誅之，無罪者我得而安之。我旣在此，則天下何敢有過越其心志而作亂者乎？衡行，謂作亂也。孟子釋書意如此，而言武王亦大勇也。,"《서경(書經)》에 이르기를 ‘하늘이 하민(下民)을 내리사 그 군주(君主)를 삼아주고 스승을 삼아줌은 상제(上帝)를 돕기 때문에 그를 사방에 특별히 총애해서이다. 죄가 있든 죄가 없든 내가 있으니, 천하(天下)에 어찌 감히 그 마음을 지나치게 하는 자가 있겠는가.’ 하였습니다. 한 사람이 천하(天下)에 횡행(橫行)하거늘 무왕(武王)이 이것을 부끄러워하였으니, 이것은 무왕(武王)의 용(勇)이니, 무왕(武王)이 또한 한 번 노하여 천하(天下)의 백성을 편안히 하셨습니다.","서(書)는 〈주서(周書) 태서편(泰誓篇)〉이다. 그러나 여기에 인용한 것은 지금의 《서경(書經)》 내용과는 약간 다르니, 지금 우선 이에 의하여 해석하겠다. 총지사방(寵之四方)은 그를 사방의 여러 나라 중에 총애하고 특이하게 대우하는 것이다. 죄가 있는 자를 내가 주벌(誅罰)할 수 있고, 죄가 없는 자를 내가 편안히 할 수 있으니 내가 이미 여기에 있은 즉, 천하(天下)에 어찌 감히 그 심지(心志)를 지나치게 해서 난(亂)을 일으킬 자가 있겠는가. 횡행(衡行)은 난(亂)을 일으킴을 말한다. 맹자(孟子)께서 《서경(書經)》의 뜻을 해석하기를 이와 같이 하고, 무왕(武王)또한 대용(大勇)이라고 말씀한 것이다."
今王亦一怒而安天下之民民惟恐王之不好勇也,王若能如文武之爲則天下之民望其一怒以除暴亂而拯己於水火之中惟恐王之不好勇耳,今王亦一怒而安天下之民，民惟恐王之不好勇也。,王若能如文武之爲，則天下之民望其一怒以除暴亂，而拯己於水火之中，惟恐王之不好勇耳。,지금 왕(王)께서 또한 한 번 노하시어 천하(天下)의 백성을 편안히 하신다면 백성들은 행여 왕(王)께서 용(勇)을 좋아하지 않을까 두려워할 것입니다.”,"왕(王)이 만일 문왕(文王)·무왕(武王)의 행위와 같이 하신다면 천하(天下)의 백성들은 왕(王)이 한 번 노하여 포악한 자와 난을 일으키는 자를 제거하고 자신들을 수화(水火)[도탄]의 가운데서 구제해 주기를 바라서, 행여 왕(王)이 용(勇)을 좋아하지 않을까 두려워할 것이다."
,此章言人君能懲小忿則能恤小事大以交隣國能養大勇則能除暴救民以安天下張敬夫曰小勇者血氣之怒也大勇者理義之怒也血氣之怒不可有理義之怒不可無知此則可以見性情之正而識天理人欲之分矣,,此章言人君能懲小忿，則能恤小事大，以交隣國；能養大勇，則能除暴救民，以安天下。張敬夫曰：“小勇者，血氣之怒也。大勇者，理義之怒也。血氣之怒不可有，理義之怒不可無。知此，則可以見性情之正，而識天理人欲之分矣。”,,"이 장(章)은 인군(人君)이 능히 작은 분(忿)을 징계하면 소국(小國)을 구휼하고 대국(大國)을 섬겨서 이웃나라와 사귈 수 있고, 큰 용(勇)을 기르면 능히 포악한 자를 제거하고 백성을 구제해서 천하(天下)를 편안히 함을 말씀한 것이다. 장경부(張敬夫)가 말하였다. “소용(小勇)이란 혈기(血氣)의 노여움이요, 대용(大勇)이란 의리(義理)의 노여움이니, 혈기(血氣)의 노여움은 있어서는 안되고, 의리(義理)의 노여움은 없어서는 안 된다. 이것을 알면 성정(性情)의 올바름을 볼 수 있고, 천리(天理)와 인욕(人慾)의 분별을 알 것이다.”"
齊宣王見孟子於雪宮王曰賢者亦有此樂乎孟子對曰有人不得則非其上矣,雪宮離宮名言人君能與民同樂則人皆有此樂不然則下之不得此樂者必有非其君上之心明人君當與民同樂不可使人有不得者非但當與賢者共之而已也,齊宣王見孟子於雪宮。王曰：“賢者亦有此樂乎？”孟子對曰：“有。人不得，則非其上矣。”,雪宮，離宮名。言人君能與民同樂，則人皆有此樂；不然，則下之不得此樂者，必有非其君上之心。明人君當與民同樂，不可使人有不得者，非但當與賢者共之而已也。,"제선왕(齊宣王)이 맹자(孟子)를 설궁(雪宮)에서 뵈었는데, 왕(王)이 말씀하였다. “현자(賢者)도 또한 이러한 즐거움이 있습니까?” 맹자(孟子)께서 대답하였다. “있습니다. 사람들은 이것을 얻지 못하면 그 윗사람을 비난합니다.”","설궁(雪宮)은 이궁(離宮)[행궁(行宮)]의 이름이다. 인군(人君)이 능히 백성과 더불어 함께 즐거워하면 사람들이 모두 이러한 낙(樂)을 가질 것이요, 그렇지 못하면 아래에서 이 낙(樂)을 얻지 못한 자들이 반드시 그 군상(君上)을 비난하는 마음을 갖음을 말씀한 것이다. 인군(人君)은 마땅히 백성과 더불어 함께 즐거워하여 백성으로 하여금 얻지 못한 자가 있게 해서는 안될 것이요, 비단 마땅히 현자(賢者)와 더불어 함께 할뿐만이 아님을 밝힌 것이다."
不得而非其上者非也爲民上而不與民同樂者亦非也,下不安分上不恤民皆非理也,不得而非其上者，非也；爲民上而不與民同樂者，亦非也。,下不安分，上不恤民，皆非理也。,"<낙(樂)을> 얻지 못했다 하여 그 윗사람을 비난하는 자도 잘못이요, 백성의 윗사람이 되어 백성과 더불어 함께 즐거워하지 않는 자도 또한 잘못입니다.",아랫사람이 분수를 편안히 여기지 못함과 윗사람이 백성을 구휼하지 않음은 모두 도리(道理)가 아니다.
