대문,주석,대문표점,주석표점,대문해석,주석해석
景子曰否非此之謂也禮曰父召無諾君命召不俟駕固將朝也聞王命而遂不果宜與夫禮若不相似然,禮曰父命呼唯而不諾又曰君命召在官不俟屨在外不俟車言孟子本欲朝王而聞命中止似與此禮之意不同也,景子曰：“否，非此之謂也。禮曰：‘父召，無諾；君命召，不俟駕。’固將朝也，聞王命而遂不果，宜與夫禮若不相似然。”,禮曰：“父命呼，唯而不諾。”又曰：“君命召，在官不俟屨，在外不俟車。”言孟子本欲朝王，而聞命中止，似與此禮之意不同也。,"경자(景子)가 말하였다. “아닙니다. 이것을 말한 것이 아닙니다. 예(禮)에 이르기를 ‘아버지가 부르시면 느리게 대답하지 않으며, 군주(君主)가 명(命)으로 부르시면 말을 멍에하기를 기다리지 않는다.’ 하였으니, 진실로 장차 조회를 하시려다가 왕명(王命)을 듣고서 마침내 결행하지 않으셨으니, 예(禮)와 서로 같지 않은 듯합니다.”","예(禮)에 이르기를 “아버지가 명(命)하여 부르시거든 빨리 대답하고 느리게 대답하지 않는다.” 하였고, 또 이르기를 “군주(君主)가 명(命)하여 부르시거든 관청에 있을 때에는 신 신기를 기다리지 않고, 밖에 있을 때에는 수레에 멍에하기를 기다리지 않는다.” 하였다. 맹자(孟子)께서 본래 왕(王)에게 조회하려고 하시다가 왕명을 듣고 중지하였으니, 이 예(禮)의 뜻과 같지 않은 듯하다고 말한 것이다."
曰豈謂是與曾子曰晉楚之富不可及也彼以其富我以吾仁彼以其爵我以吾義吾何慊乎哉夫豈不義而曾子言之是或一道也天下有達尊三爵一齒一德一朝廷莫如爵鄕黨莫如齒輔世長民莫如德惡得有其一以慢其二哉,慊恨也少也或作嗛字書以爲口銜物也然則慊亦但爲心有所銜之義其爲快爲足爲恨爲少則因其事而所銜有不同耳孟子言我之意非如景子之所言者因引曾子之言而云夫此豈是不義而曾子肯以爲言是或別有一種道理也達通也蓋通天下之所尊有此三者曾子之說蓋以德言之也今齊王但有爵耳安得以此慢於齒德乎,曰：“豈謂是與？曾子曰：‘晉楚之富，不可及也。彼以其富，我以吾仁；彼以其爵，我以吾義，吾何慊乎哉？’夫豈不義而曾子言之？是或一道也。天下有達尊三：爵一，齒一，德一。朝廷莫如爵，鄕黨莫如齒，輔世長民莫如德。惡得有其一，以慢其二哉？”,慊，恨也，少也。或作嗛，字書以爲口銜物也。然則慊亦但爲心有所銜之義，其爲快、爲足、爲恨、爲少，則因其事而所銜有不同耳。孟子言我之意，非如景子之所言者。因引曾子之言，而云夫此豈是不義，而曾子肯以爲言，是或別有一種道理也。達，通也。蓋通天下之所尊，有此三者。曾子之說，蓋以德言之也。今齊王但有爵耳，安得以此慢於齒德乎？,"맹자(孟子)께서 말씀하였다. “어찌 이것을 말한 것이겠는가? 증자(曾子)께서 말씀하시기를 ‘진(晉)나라와 초(楚)나라의 부(富)함은 내 따를 수 없거니와, 저들이 그 부(富)를 가지고 나를 대하면 나는 내 인(仁)으로써 대하며, 저들이 그 관작(官爵)을 가지고 대하면 나는 내 의(義)를 가지고 대할 것이니, 내 어찌 부족할 것이 있겠는가?’ 하셨으니, 이 어찌 불의(不義)인 것을 증자(曾子)께서 말씀하셨겠는가? 이것도 혹 한 방법일 것이다. 천하에 달존(達尊)이 세 가지가 있으니, 관작(官爵)이 하나요, 연치(年齒)가 하나요, 덕(德)이 하나이다. 조정에는 관작(官爵)만한 것이 없고, 향당(鄕黨)에는 연치(年齒)만한 것이 없고, 세상을 돕고 백성을 자라게 하는 데는 덕(德)만한 것이 없으니, 어찌 그 한 가지를 소유하고서 둘을 가진 사람을 만홀(慢忽)히 할 수 있겠는가?","겸(慊)은 한(恨)함이며, 부족하게 여김이다. 혹은 겸(嗛)으로 쓰니, 자서(字書)[자전(字典)]에 ‘입에 물건을 머금은 것이다’ 하였다. 그렇다면 겸(慊)도 또한 단지 마음에 머금은 바의 뜻이니, 쾌(快)함도 되고 만족함도 되며, 한(恨)함도 되고 부족하게 여김도 되는 것은 그 일에 따라 머금은 바가 같지 않음이 있는 것이다. 맹자(孟子)께서 말씀하시기를 “나의 뜻은 경자(景子)가 말한 바와 같지 않다.” 하시고는, 이어 증자(曾子)의 말씀을 인용하고 말씀하시기를, “이 어찌 불의(不義)인 것을 증자(曾子)께서 즐겨 말씀하셨겠는가? 이 혹 별도로 일종(一種)의 도리가 있는 것이다.” 하였다. 달(達)은 통(通)함이다. 온 천하에 공통(共通)으로 높이는 것이 이 세 가지가 있으니, 증자(曾子)의 말씀은 덕(德)을 가지고 말씀한 것이다. 지금 제왕(齊王)은 단지 관작(官爵)이 있을 뿐이니, 어찌 이것을 가지고 연치(年齒)와 덕(德)을 가진 이에게 만홀(慢忽)히 할 수 있겠는가?"
故將大有爲之君必有所不召之臣欲有謀焉則就之其尊德樂道不如是不足與有爲也,大有爲之君大有作爲非常之君也程子曰古之人所以必待人君致敬盡禮而後往者非欲自爲尊大也爲是故耳,故將大有爲之君，必有所不召之臣。欲有謀焉，則就之。其尊德樂道，不如是不足與有爲也。,大有爲之君，大有作爲，非常之君也。程子曰：“古之人所以必待人君致敬盡禮而後往者，非欲自爲尊大也，爲是故耳。”,"그러므로 장차 크게 훌륭한 일을 할 수 있는 군주는 반드시 함부로 부르지 못하는 신하가 있었다. 그리하여 모의(謀議)[상의(相議)]하고자 하는 일이 있으면 찾아갔으니, 덕(德)을 높이고 도(道)를 즐거워함이 이와 같지 않으면, 더불어 훌륭한 일을 할 수 없는 것이다.","대유위지군(大有爲之君)이란 크게 작위(作爲)함이 있는 비상(非常)한 군주이다. 정자(程子)가 말씀하였다. “옛 사람이 반드시 인군(人君)이 경(敬)을 지극히 하고 예(禮)를 다하기를 기다린 뒤에 간 까닭은 스스로 높이고 위대하고자 해서가 아니요, 이 때문이었다.”"
故湯之於伊尹學焉而後臣之故不勞而王桓公之於管仲學焉而後臣之故不勞而霸,先從受學師之也後以爲臣任之也,故湯之於伊尹，學焉而後臣之，故不勞而王；桓公之於管仲，學焉而後臣之，故不勞而霸。,先從受學，師之也。後以爲臣，任之也。,"그러므로 탕왕(湯王)은 이윤(伊尹)에게 배운 뒤에 그를 신하로 삼았기 때문에 수고롭지 않고 왕노릇을 하셨고, 환공(桓公)은 관중(管仲)에게 배운 뒤에 그를 신하로 삼았기 때문에 수고롭지 않고 패자(霸者)가 된 것이다.","먼저 따라서 수학(受學)함은 스승으로 삼은 것이요, 뒤에 신하로 삼음은 임무를 맡긴 것이다."
今天下地醜德齊莫能相尙無他好臣其所敎而不好臣其所受敎,醜類也尙過也所敎謂聽從於己可役使者也所受敎謂己之所從學者也,今天下地醜德齊，莫能相尙。無他，好臣其所敎，而不好臣其所受敎。,醜，類也。尙，過也。所敎，謂聽從於己，可役使者也。所受敎，謂己之所從學者也。,지금 천하가 토지[국토]가 비슷하고 덕(德)[정치(政治) 상황]도 비슷해서 서로 뛰어나지 못함은 다름이 아니다. 자기가 가르칠 수 있는 사람을 신하로 삼기를 좋아하고 자기가 가르침을 받을 수 있는 사람을 신하로 삼기를 좋아하지 않기 때문이다.,"추(醜)는 같음이다. 상(尙)은 뛰어남이다. 소교(所敎)란 자기 말을 듣고 따라서 사역(使役)시킬 수 있는 사람을 이르고, 소수교(所受敎)란 자기가 따라서 배울 수 있는 사람을 이른다."
湯之於伊尹桓公之於管仲則不敢召管仲且猶不可召而況不爲管仲者乎,不爲管仲孟子自謂也范氏曰孟子之於齊處賓師之位非當仕有官職者故其言如此,湯之於伊尹，桓公之於管仲，則不敢召。管仲且猶不可召，而況不爲管仲者乎？,不爲管仲，孟子自謂也。范氏曰“孟子之於齊，處賓師之位，非當仕有官職者，故其言如此。”,"탕왕(湯王)이 이윤(伊尹)에 대해서와 환공(桓公)이 관중(管仲)에 대해서 감히 부르지 못하였다. 관중(管仲)도 오히려 부를 수 없었으니, 하물며 관중(管仲)을 하지 않는 <나에> 있어서랴!”","관중(管仲)을 하지 않는다는 것은 맹자(孟子)가 자신을 이른 것이다.  범씨(范氏)가 말하였다. “맹자(孟子)가 제(齊)나라에 계실 때에 빈사(賓師)의 지위에 처하여, 벼슬을 담당해서 관직을 가지고 있는 자가 아니었다. 그러므로 그 말씀이 이와 같으셨다.”"
,此章見賓師不以趨走承順爲恭而以責難陳善爲敬人君不以崇高富貴爲重而以貴德尊士爲賢則上下交而德業成矣,,此章見賓師不以趨走承順爲恭，而以責難陳善爲敬；人君不以崇高富貴爲重，而以貴德尊士爲賢，則上下交而德業成矣。,,"이 장(章)은 빈사(賓師)는 급히 달려가서 군주의 명령을 이어 받듦으로써 공손함을 삼지 아니하고, 어려운 것으로 책(責)하고 선(善)한 말씀을 개진(開陳)함으로써 경(敬)을 삼으며, 인군(人君)은 숭고하고 부귀함으로써 중(重)함을 여기지 아니하고, 덕(德)을 귀히 여기고 선비를 높임으로써 어짊을 삼는다면, 상하(上下)가 사귀어져서 덕업(德業)이 이루어짐을 볼 수 있다."
陳臻問曰前日於齊王餽兼金一百而不受於宋餽七十鎰而受於薛餽五十鎰而受前日之不受是則今日之受非也今日之受是則前日之不受非也夫子必居一於此矣,陳臻孟子弟子兼金好金也其價兼倍於常者一百百鎰也,陳臻問曰：“前日於齊，王餽兼金一百而不受；於宋，餽七十鎰而受；於薛，餽五十鎰而受。前日之不受是，則今日之受非也；今日之受是，則前日之不受非也。夫子必居一於此矣。”,陳臻，孟子弟子。兼金，好金也，其價兼倍於常者。一百，百鎰也。,"진진(陳臻)이 물었다. “전일(前日)에 제(齊)나라에서 왕(王)이 겸금(兼金) 일백일(一百鎰)을 주시자 받지 않으셨고, 송(宋)나라에서는 칠십일(七十鎰)을 주시자 받으셨고, 설(薛)나라에서는 오십일(五十鎰)을 주시자 받으셨으니, 전일(前日)에 받지 않은 것이 옳다면 오늘날 받은 것이 잘못일 것이요, 오늘날 받은 것이 옳다면 전일(前日)에 받지 않은 것이 잘못일 것이니, 부자(夫子)께서는 반드시 이 중 하나에 처(處)[해당]하실 것입니다.”","진진(陳臻)은 맹자(孟子)의 제자(弟子)이다. 겸금(兼金)은 좋은 금(金)이니, 그 값이 보통 것보다 겸배(兼倍)[갑절]가 되는 것이다. 일백(一百)은 일백일(一百鎰)이다."
孟子曰皆是也,皆適於義也,孟子曰：“皆是也。”,皆適於義也。,맹자(孟子)께서 말씀하였다. “다 옳다.”,모두 의(義)에 맞는 것이다.
當在宋也予將有遠行行者必以贐辭曰餽贐予何爲不受,贐送行者之禮也,當在宋也，予將有遠行。行者必以贐，辭曰：‘餽贐。’予何爲不受？,贐，送行者之禮也。,"송(宋)나라에 있을 때에는 내 장차 원행(遠行)이 있게 되었는데, 원행(遠行)하는 자에게는 반드시 노자를 주는 것이다. 말하기를 ‘노자를 준다.’ 하였으니, 내 어찌 받지 않을 수 있겠는가?",신(贐)은 여행자를 전송하는 예(禮)이다.
當在薛也予有戒心辭曰聞戒故爲兵餽之予何爲不受,時人有欲害孟子者孟子設兵以戒備之薛君以金餽孟子爲兵備辭曰聞子之有戒心也,當在薛也，予有戒心。辭曰：‘聞戒。’故爲兵餽之，予何爲不受？,時人有欲害孟子者，孟子設兵以戒備之。薛君以金餽孟子，爲兵備。辭曰“聞子之有戒心也”。,"설(薛)나라에 있을 때에는 내 경계하는 마음을 품고 있었는데, 말하기를 ‘<선생님이> 경계하고 계시다는 말씀을 들었기 때문에 병(兵)을 위하여 준다.’ 하였으니, 내 어찌 받지 않을 수 있겠는가?","당시(當時) 사람 중에 맹자(孟子)를 해치고자 하는 자가 있었다. 그러므로 맹자(孟子)께서 병(兵)을 설치하여 경계하고 대비하였는데, 설(薛)나라 군주가 금(金)을 맹자(孟子)에게 주어 병비(兵備)를 하게 하고, 말하기를 “선생님께서 경계하는 마음을 품고 계시다는 말을 들었기 때문에 드리는 것입니다.” 하였다."
若於齊則未有處也無處而餽之是貨之也焉有君子而可以貨取乎,無遠行戒心之事是未有所處也取猶致也,若於齊，則未有處也。無處而餽之，是貨之也。焉有君子而可以貨取乎？,無遠行戒心之事，是未有所處也。取，猶致也。,"제(齊)나라에 있어서는 해당됨이 있지 않았다. 해당됨이 없이 준다면 이것은 재물로 매수하는 것이니, 어찌 군자(君子)로서 재물에 농락(籠絡)될 자가 있겠는가?”","원행(遠行)하거나 경계하는 마음을 둔 일이 없으니, 이것은 해당되는 바가 있지 않은 것이다. 취(取)는 치(致)[농락을 담함]와 같다."
,尹氏曰言君子之辭受取予唯當於理而已,,尹氏曰：“言君子之辭受取予，唯當於理而已。”,,윤씨(尹氏)가 말하였다. “군자(君子)는 사양하고 받음과 취하고 줌을 오직 의리(義理)에 마땅하게 할뿐임을 말씀하신 것이다.”
孟子之平陸謂其大夫曰子之持戟之士一日而三失伍則去之否乎曰不待三,平陸齊下邑也大夫邑宰也戟有枝兵也士戰士也伍行列也去之殺之也,孟子之平陸。謂其大夫曰：“子之持戟之士，一日而三失伍，則去之否乎？”曰：“不待三。”,平陸，齊下邑也。大夫，邑宰也。戟，有枝兵也。士，戰士也。伍，行列也。去之，殺之也。,"맹자(孟子)께서 평륙(平陸)에 가서 그 대부(大夫)[읍재(邑宰)]에게 이르시기를 “그대의 창을 잡은 전사(戰士)가 하루에 세 번 대오(隊伍)를 이탈한다면 버리겠는가? 그대로 두겠는가?” 하시자, “세 번을 기다리지 않겠습니다.”하고 대답하였다.",평륙(平陸)은 제(齊)나라의 하읍(下邑)이다. 대부(大夫)는 읍재(邑宰)이다. 극(戟)은 가지가 있는 병기(兵器)이다. 사(士)는 전사(戰士)이다. 오(伍)는 항렬(行列)이다. 거지(去之)란 그를 죽이는 것이다.
然則子之失伍也亦多矣凶年饑歲子之民老羸轉於溝壑壯者散而之四方者幾千人矣曰此非距心之所得爲也,子之失伍言其失職猶士之失伍也距心大夫名對言此乃王之失政使然非我所得專爲也,“然則子之失伍也亦多矣。凶年饑歲，子之民，老羸轉於溝壑，壯者散而之四方者，幾千人矣。”曰：“此非距心之所得爲也。”,子之失伍，言其失職，猶士之失伍也。距心，大夫名。對言此乃王之失政使然，非我所得專爲也。,"맹자(孟子)께서 말씀하였다. “그렇다면 그대가 대오(隊伍)를 이탈함이 또한 많다. 흉년(凶年)에 그대의 백성 중에 노약자들은 구렁에 전전(轉輾)하고, 장성한 자들은 흩어져 사방으로 가는 자가 몇천 명이나 되는가?” 그가 대답하기를 “이것은 제가 할 수 있는 바가 아닙니다.” 하였다.","그대가 대오(隊伍)를 이탈했다는 것은 그 직책(職責)을 잃음이 전사(戰士)가 대오(隊伍)를 이탈함과 같음을 말씀한 것이다. 거심(距心)은 대부(大夫)의 이름이다. 그는 대답하기를 “이것은 바로 왕(王)의 실정(失政)이 그렇게 만든 것이니, 제가 마음대로 할 수 있는 바가 아닙니다.”라고 한 것이다."
曰今有受人之牛羊而爲之牧之者則必爲之求牧與芻矣求牧與芻而不得則反諸其人乎抑亦立而視其死與曰此則距心之罪也,牧之養之也牧牧地也芻草也孟子言若不得自專何不致其事而去,曰：“今有受人之牛羊而爲之牧之者，則必爲之求牧與芻矣。求牧與芻而不得，則反諸其人乎？抑亦立而視其死與？”曰：“此則距心之罪也。”,牧之，養之也。牧，牧地也。芻，草也。孟子言若不得自專，何不致其事而去。,"맹자(孟子)께서 말씀하였다. “지금에 남의 소와 양을 받아다가 그를 위하여 기르는 자가 있으면, 반드시 그를 위하여 목장과 꼴을 구할 것이니, 목장과 꼴을 구하다가 얻지 못하면 그 주인에게 되돌려 주어야 하겠는가? 아니면 또한 서서 그 죽어 가는 것을 보아야 하겠는가?” 그가 말하기를 “이는 저의 잘못입니다.” 하였다.","목지(牧之)는 그것[우양(牛羊)]를 기르는 것이다. 목(牧)은 목지(牧地)이고, 추(芻)는 풀이다. 맹자(孟子)께서 “만일 스스로 마음대로 할 수 없다면 어찌하여 그 일을 내놓고 떠나가지 않느냐?”고 하신 것이다."
他日見於王曰王之爲都者臣知五人焉知其罪者惟孔距心爲王誦之王曰此則寡人之罪也,爲都治邑也邑有先君之廟曰都孔大夫姓也爲王誦其語欲以風曉王也,他日，見於王曰：“王之爲都者，臣知五人焉。知其罪者，惟孔距心。爲王誦之。”王曰：“此則寡人之罪也。”,爲都，治邑也。邑有先君之廟曰都。孔，大夫姓也。爲王誦其語，欲以風曉王也。,"타일(他日)에 왕(王)을 뵙고 “왕(王)의 도읍을 다스리는 자를 신(臣)이 다섯 사람을 알고 있는데, 그 죄(罪)를 알고 있는 자는 오직 공거심(孔距心) 뿐입니다.” 하시고 왕(王)을 위하여 그 말씀을 외우시자, 왕(王)이 “이것은 과인(寡人)의 죄(罪)[책임]입니다.” 하였다.",위도(爲都)는 읍(邑)을 다스리는 것이다. 읍(邑)에 선군(先君)의 사당이 있는 곳을 도(都)라 한다. 공(孔)은 대부(大夫)의 성(姓)이다. 왕(王)을 위하여 그 말씀을 외운 것은 왕(王)을 풍자(諷刺)하여 깨우치려고 하신 것이다.
,陳氏曰孟子一言而齊之君臣擧知其罪固足以興邦矣然而齊卒不得爲善國者豈非說而不繹從而不改故邪,,陳氏曰：“孟子一言而齊之君臣擧知其罪，固足以興邦矣。然而齊卒不得爲善國者，豈非說而不繹，從而不改故邪？”,,"진씨(陳氏)가 말하였다. “맹자(孟子)께서 한 번 말씀함에 제(齊)나라의 군신(君臣)들이 모두 그 죄(罪)를 알았으니, 진실로 족히 나라를 일으킬 수 있었다. 그러나 제(齊)나라가 마침내 선국(善國)이 되지 못했던 것은, 어찌 기뻐하기만 하고 연역(演繹)하지 않으며, 따르기만 하고 고치지 않았기 때문이 아니겠는가?”"
